Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Month,VisitorType,Weekend,total_pages,avg_time_per_page,avg_time_per_product_page,avg_time_per_info_page,avg_time_per_admin_page,product_focus,info_focus,admin_focus,bounce_exit_ratio,bounce_exit_product,value_per_page,Revenue
0,0.0,0,0.0,9,190.3333333,0.0,0.033333333,0.0,0.0,1,1,3,2,Dec,New_Visitor,0,9.00001,21.14812464652817,21.14812464652817,0.0,0.0,0.9999988888901234,0.0,0.0,0.0,0.0,0.0,0
4,75.1,0,0.0,7,102.7,0.0,0.011111111,0.0,0.0,2,4,6,2,Sep,Returning_Visitor,0,11.00001,16.163621669434846,14.671407612274841,0.0,18.774953062617342,0.6363630578517656,0.0,0.3636360330581518,0.0,0.0,0.0,1
2,20.0,0,0.0,66,3391.68588,0.028955224,0.038335618,0.0,0.0,3,2,8,1,Dec,Returning_Visitor,0,68.00001,50.171843798258266,51.38917221376178,0.0,9.99995000025,0.9705880925605745,0.0,0.029411760380623472,0.7551116792536763,0.001110016406368432,0.0,0
1,12.0,0,0.0,18,691.5,0.0,0.005,0.0,0.0,2,4,4,2,May,Returning_Visitor,0,19.00001,37.026296301949316,38.416645324085934,0.0,11.999880001199987,0.9473679224379356,0.0,0.05263155124655198,0.0,0.0,0.0,0
0,0.0,0,0.0,50,2549.534524,0.012244898,0.036530612,0.0,0.0,1,2,2,2,Nov,Returning_Visitor,0,50.00001,50.990680281863945,50.990680281863945,0.0,0.0,0.99999980000004,0.0,0.0,0.3351038017644587,0.000447313617817576,0.0,0
3,106.5,2,49.5,29,1433.634921,0.008064516,0.018932412,0.0,0.0,3,2,4,2,Nov,Returning_Visitor,1,34.00001,46.75395451354279,49.435669884251766,24.749876250618748,35.49988166706111,0.8529409256056101,0.058823512110731724,0.08823526816609759,0.4257386018211409,0.000152680739492592,0.0,0
8,217.0,2,281.5,5,236.1666667,0.0,0.014285714,0.0,0.0,2,2,3,2,May,Returning_Visitor,0,15.00001,48.977745128169914,47.23323887352226,140.74929625351874,27.124966093792384,0.3333331111112593,0.1333332444445037,0.5333329777780148,0.0,0.0,0.0,0
0,0.0,0,0.0,13,221.5,0.0,0.020512821,0.0,0.0,2,2,1,2,Nov,New_Visitor,0,13.00001,17.038448431962745,17.038448431962745,0.0,0.0,0.9999992307698226,0.0,0.0,0.0,0.0,0.0,0
5,79.1,0,0.0,36,1081.108333,0.025,0.025972222,0.0,0.0,1,2,2,2,Sep,Returning_Visitor,1,41.00001,28.29775731762016,30.030778685894806,0.0,15.81996836006328,0.8780485663296179,0.0,0.12195118976800248,0.9621963818183065,0.0006493055500000001,0.0,0
0,0.0,0,0.0,43,898.2388889,0.007317073,0.031707317,8.898618695,0.0,2,4,1,10,Nov,Returning_Visitor,0,43.00001,20.889271628076365,20.889271628076365,0.0,0.0,0.9999997674419144,0.0,0.0,0.23069646780022407,0.000232004753123141,0.20694457268730865,1
0,0.0,0,0.0,13,392.0,0.0,0.026923077,0.0,0.6,3,2,1,13,May,Returning_Visitor,0,13.00001,30.153822958597726,30.153822958597726,0.0,0.0,0.9999992307698226,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0,0.0,47,3650.316667,0.0,0.003333333,97.19657367,0.0,2,2,1,10,Nov,Returning_Visitor,0,47.00001,77.66629553908605,77.66629553908605,0.0,0.0,0.9999997872340878,0.0,0.0,0.0,0.0,2.0680117657421775,1
0,0.0,0,0.0,20,2280.833333,0.01,0.038333333,0.0,0.0,1,1,1,4,May,Returning_Visitor,0,20.00001,114.0416096291952,114.0416096291952,0.0,0.0,0.9999995000002501,0.0,0.0,0.2608015323028908,0.00038333333,0.0,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.2,3,2,1,13,May,Returning_Visitor,0,4.00001,0.0,0.0,0.0,0.0,0.9999975000062501,0.0,0.0,0.999950002499875,0.04000000000000001,0.0,0
16,284.85,0,0.0,276,4758.380638,0.001034483,0.007306262,27.43209507,0.0,4,1,3,1,May,Returning_Visitor,1,292.00001,17.271337209885715,17.240508933314892,0.0,17.80311387305383,0.9452054470820053,0.0,0.0547945186714206,0.1413950183850715,7.558203832546001e-06,0.09394552784433124,1
9,250.0833333,2,30.5,155,4643.283732,0.002073171,0.007466851,10.11599409,0.0,2,2,1,3,Nov,Returning_Visitor,0,166.00001,29.66184800410554,29.956667306021462,15.249923750381248,27.787006158882047,0.9337348835099467,0.012048192045289636,0.05421686420380336,0.2772786297332928,1.5480058954521e-05,0.06093971976266748,1
4,178.0,2,209.0,17,2777.666667,0.0,0.009090909,0.0,0.0,3,2,7,1,Mar,Returning_Visitor,0,23.00001,137.594143089503,163.39206076937603,104.49947750261248,44.49988875027813,0.7391301134216899,0.08695648393196351,0.17391296786392701,0.0,0.0,0.0,0
0,0.0,0,0.0,6,116.5,0.0,0.066666667,0.0,0.0,2,2,2,3,Mar,Returning_Visitor,1,6.00001,19.41663430560949,19.41663430560949,0.0,0.0,0.9999983333361112,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0,0.0,75,1775.241667,0.001333333,0.019428571,0.0,0.0,2,6,5,3,Nov,Returning_Visitor,1,75.00001,23.66988573734857,23.66988573734857,0.0,0.0,0.9999998666666844,0.0,0.0,0.06859213056350696,2.5904754857142998e-05,0.0,0
4,85.0,0,0.0,19,599.0,0.015,0.035,0.0,0.0,2,2,1,2,May,Returning_Visitor,0,23.00001,29.73911750473152,31.526299196684633,0.0,21.249946875132814,0.8260865973536533,0.0,0.17391296786392701,0.4284490145672664,0.0005250000000000001,0.0,0
2,126.75,0,0.0,22,2281.583333,0.02969697,0.043686869,0.0,0.0,3,2,2,3,Dec,Returning_Visitor,0,24.00001,100.34718039700817,103.70828617805174,0.0,63.374683126584365,0.9166662847223814,0.0,0.08333329861112558,0.6796132235469776,0.00129736763808693,0.0,0
2,123.0,0,0.0,6,178.3333333,0.0,0.023809524,0.0,0.0,3,2,1,1,May,Returning_Visitor,1,8.00001,37.666619579225525,29.7221726797122,0.0,61.49969250153749,0.7499990625011719,0.0,0.24999968750039064,0.0,0.0,0.0,0
5,193.0,1,13.0,66,2049.458471,0.004489796,0.012765306,29.45815149,0.0,3,2,3,1,Mar,Returning_Visitor,1,72.00001,31.325807746415588,31.05239637084903,12.999870001299985,38.5999228001544,0.9166665393518695,0.013888886959876811,0.06944443479938406,0.3514433235493537,5.7313619817576e-05,0.4091409360915366,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,7,3,May,Returning_Visitor,0,1.00001,0.0,0.0,0.0,0.0,0.9999900000999989,0.0,0.0,0.999950002499875,0.04000000000000001,0.0,0
0,0.0,3,146.0,23,1249.216667,0.015384615,0.029102564,15.33867021,0.0,3,2,3,4,Aug,Returning_Visitor,0,26.00001,53.662158860708125,54.313744515763254,48.66650444498518,0.0,0.8846150443788291,0.11538457100593423,0.0,0.5284527669909116,0.00044773174265286004,0.589948627327451,0
2,63.5,0,0.0,9,99.06666667,0.036363636,0.072727273,0.0,0.0,1,1,1,4,Oct,Returning_Visitor,0,11.00001,14.778774443841417,11.007395177338692,0.0,31.749841250793747,0.8181810743808415,0.0,0.1818180165290759,0.49993125257802834,0.0026446280826446277,0.0,0
8,364.5,0,0.0,26,783.5,0.007692308,0.013461538,0.0,0.0,1,2,4,15,May,Returning_Visitor,1,34.00001,33.764695951560014,30.134603794383157,0.0,45.56244304694619,0.7647056574395125,0.0,0.2352940484429269,0.5710044391367934,0.000103550296449704,0.0,0
0,0.0,0,0.0,2,254.0,0.0,0.1,0.0,0.0,3,2,4,1,Mar,Returning_Visitor,0,2.00001,126.99936500317499,126.99936500317499,0.0,0.0,0.9999950000249999,0.0,0.0,0.0,0.0,0.0,0
5,30.0,1,4.0,107,4376.902655,0.007272727,0.021707552,0.0,0.0,2,2,2,4,Oct,Returning_Visitor,0,113.00001,39.03453331552802,40.905628466763694,3.9999600003999958,5.9999880000240005,0.9469025710705689,0.00884955673897728,0.0442477836948864,0.33487784442740137,0.000157873099534304,0.0,0
2,45.5,0,0.0,9,122.25,0.0,0.018181818,0.0,0.0,2,2,7,2,Dec,New_Visitor,0,11.00001,15.24998613637624,13.58331824075751,0.0,22.749886250568746,0.8181810743808415,0.0,0.1818180165290759,0.0,0.0,0.0,0
13,913.5222222,3,141.88,29,1293.652222,0.002631579,0.020570175,1.483746347,0.0,2,2,4,2,Aug,Returning_Visitor,1,45.00001,52.20119827084483,44.60868192804071,47.29317568941437,70.27088611470299,0.6444443012345997,0.06666665185185514,0.2888888246913723,0.12786961238181893,5.4132040556325004e-05,0.03297213371730362,0
0,0.0,0,0.0,20,1117.333333,0.0,0.000956938,0.0,0.0,2,4,7,2,Mar,Returning_Visitor,0,20.00001,55.86663871668065,55.86663871668065,0.0,0.0,0.9999995000002501,0.0,0.0,0.0,0.0,0.0,0
4,115.7,0,0.0,16,655.3833333,0.0,0.012037037,0.0,0.0,1,1,2,3,Nov,Returning_Visitor,0,20.00001,38.55414738792631,40.961432730354545,0.0,28.924927687680785,0.7999996000002,0.0,0.19999990000005,0.0,0.0,0.0,0
4,128.125,4,134.5,93,2697.17535,0.006060606,0.019274564,0.0,0.0,2,2,3,2,Nov,Returning_Visitor,1,101.00001,29.304951058915737,29.00188236538899,33.624915937710156,32.0311699220752,0.9207919880403972,0.039603956474855796,0.039603956474855796,0.31427238904649335,0.000116815538225784,0.0,0
3,33.6,0,0.0,4,109.5,0.0,0.013333333,0.0,0.0,3,2,1,2,Oct,New_Visitor,0,7.00001,20.44282793881723,27.374931562671097,0.0,11.19996266679111,0.571427755103207,0.0,0.4285708163274053,0.0,0.0,0.0,0
4,76.0,0,0.0,39,1936.55,0.004761905,0.023809524,5.51397619,0.0,4,1,3,2,Mar,Returning_Visitor,0,43.00001,46.80347748756337,49.65511547304731,0.0,18.999952500118752,0.9069765332612713,0.0,0.0930232341806432,0.1999160436623335,0.00011337869138322,0.1282319745972152,0
0,0.0,0,0.0,69,653.2777778,0.014705882,0.053431373,0.0,0.6,2,4,7,4,May,Returning_Visitor,0,69.00001,9.467792509015577,9.467792509015577,0.0,0.0,0.9999998550724847,0.0,0.0,0.2751778476948936,0.0007857554664359859,0.0,0
0,0.0,0,0.0,8,612.0,0.0,0.014285714,0.0,0.0,3,3,1,2,Mar,New_Visitor,1,8.00001,76.49990437511954,76.49990437511954,0.0,0.0,0.9999987500015626,0.0,0.0,0.0,0.0,0.0,0
3,314.5,0,0.0,22,2837.166667,0.0,0.008333333,0.0,0.0,2,4,2,2,May,New_Visitor,0,25.00001,126.0666162533535,128.96206260815336,0.0,104.8329838900537,0.8799996480001409,0.0,0.1199999520000192,0.0,0.0,0.0,0
0,0.0,0,0.0,29,1137.166667,0.0,0.007142857,22.27457143,0.0,1,8,1,11,May,Returning_Visitor,1,29.00001,39.21263016805856,39.21263016805856,0.0,0.0,0.9999996551725328,0.0,0.0,0.0,0.0,0.7680884051419293,1
0,0.0,0,0.0,4,202.75,0.0,0.025,0.0,0.0,3,2,1,13,Nov,Returning_Visitor,0,4.00001,50.6873732815668,50.6873732815668,0.0,0.0,0.9999975000062501,0.0,0.0,0.0,0.0,0.0,0
1,37.5,0,0.0,25,593.2916667,0.008333333,0.00375,0.0,0.0,1,1,1,1,Dec,Returning_Visitor,1,26.00001,24.261208618765913,23.73165717533713,0.0,37.49962500374996,0.9615380917161186,0.0,0.03846152366864474,2.2163119680851064,3.124999875e-05,0.0,0
0,0.0,0,0.0,7,220.3333333,0.0,0.01,0.0,0.0,2,2,1,5,May,New_Visitor,0,7.00001,31.47614550550642,31.47614550550642,0.0,0.0,0.9999985714306123,0.0,0.0,0.0,0.0,0.0,0
3,36.0,2,763.0,9,163.5,0.0,0.014285714,0.0,0.0,8,2,1,2,Dec,New_Visitor,0,14.00001,68.74995089289222,18.16664648150391,381.49809250953746,11.999960000133333,0.6428566836737974,0.1428570408163994,0.21428556122459913,0.0,0.0,0.0,1
3,7.0,1,25.16666667,21,446.0,0.019047619,0.031746032,32.38852793,0.0,2,2,1,1,Nov,Returning_Visitor,0,25.00001,19.126659016136394,21.23808512472137,25.16641500584994,2.333325555581481,0.8399996640001344,0.0399999840000064,0.1199999520000192,0.5998110532197473,0.0006046863222978079,1.2955405989837605,0
5,68.5,2,34.25,385,14505.72725,0.007309999,0.013519938,0.0,0.0,3,2,3,3,Nov,Returning_Visitor,0,392.00001,37.26652264626218,37.677212657734735,17.124914375428123,13.699972600054801,0.9821428320881931,0.005102040686172432,0.01275510171543108,0.5402832592433165,9.8830733260062e-05,0.0,0
0,0.0,0,0.0,8,186.5,0.0,0.025,0.0,0.0,2,2,3,3,Mar,Returning_Visitor,1,8.00001,23.312470859411427,23.312470859411427,0.0,0.0,0.9999987500015626,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,1,1,June,Returning_Visitor,0,1.00001,0.0,0.0,0.0,0.0,0.9999900000999989,0.0,0.0,0.999950002499875,0.04000000000000001,0.0,0
0,0.0,0,0.0,43,3382.083333,0.0,0.011627907,0.0,0.0,2,2,1,2,May,Returning_Visitor,0,43.00001,78.65308247602732,78.65308247602732,0.0,0.0,0.9999997674419144,0.0,0.0,0.0,0.0,0.0,0
2,227.6,0,0.0,115,5284.816825,0.0,0.002849003,0.0,0.0,2,2,4,4,Oct,Returning_Visitor,0,117.00001,47.11466969105388,45.95492491696305,0.0,113.79943100284498,0.9829058988969317,0.0,0.017094015632990116,0.0,0.0,0.0,0
11,157.3889922,3,338.4,46,1624.935625,0.005357143,0.021391443,0.0,0.0,3,2,3,3,Nov,Returning_Visitor,0,60.00001,35.34540439576593,35.32467982072178,112.79962400125332,14.308077192657096,0.7666665388889101,0.049999991666668055,0.18333330277778287,0.25031690620113795,0.000114597019127349,0.0,0
16,445.35,0,0.0,103,2091.037588,0.007894737,0.028165804,7.224419132,0.0,3,2,1,2,Oct,Returning_Visitor,1,119.00001,21.314179620657175,20.301333834821957,0.0,27.8343576035265,0.8655461457524247,0.0,0.1344537702139689,0.2801956245862585,0.00022236161497354802,0.060709399368958035,0
0,0.0,0,0.0,42,2058.25,0.021138211,0.051219512,0.0,0.2,2,10,7,1,May,Returning_Visitor,0,42.00001,49.00594071287126,49.00594071287126,0.0,0.0,0.9999997619048185,0.0,0.0,0.41261784808725094,0.001082688851973032,0.0,0
0,0.0,0,0.0,5,720.5,0.16,0.18,0.0,0.0,3,2,2,13,Nov,Returning_Visitor,0,5.00001,144.09971180057642,144.09971180057642,0.0,0.0,0.9999980000040001,0.0,0.0,0.8888395089161714,0.0288,0.0,0
0,0.0,0,0.0,4,35.33333333,0.05,0.1,0.0,0.0,1,1,1,2,June,Returning_Visitor,1,4.00001,8.833311249221879,8.833311249221879,0.0,0.0,0.9999975000062501,0.0,0.0,0.49995000499950004,0.005000000000000001,0.0,0
0,0.0,0,0.0,5,89.5,0.04,0.053333333,0.0,0.0,1,1,3,2,Dec,Returning_Visitor,1,5.00001,17.8999642000716,17.8999642000716,0.0,0.0,0.9999980000040001,0.0,0.0,0.7498594060479873,0.00213333332,0.0,0
2,66.0,1,0.0,10,302.0,0.042857143,0.05952381,19.53495497,0.0,2,6,3,2,Mar,Returning_Visitor,0,13.00001,28.30767053256113,30.1999698000302,0.0,32.999835000824994,0.7692301775152481,0.07692301775152481,0.15384603550304962,0.7198790569593982,0.00255102043707483,1.502687687932548,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,4,1,3,Nov,Returning_Visitor,0,1.00001,0.0,0.0,0.0,0.0,0.9999900000999989,0.0,0.0,0.999950002499875,0.04000000000000001,0.0,0
0,0.0,0,0.0,4,14.2,0.1,0.15,0.0,0.0,1,1,1,1,Oct,Returning_Visitor,1,4.00001,3.5499911250221876,3.5499911250221876,0.0,0.0,0.9999975000062501,0.0,0.0,0.6666222251849877,0.015,0.0,0
1,6.0,0,0.0,29,354.8333333,0.0,0.010344828,0.0,0.0,1,1,1,1,May,Returning_Visitor,1,30.00001,12.027773767408744,12.235627963576563,0.0,5.999940000599993,0.9666663444445519,0.0,0.033333322222225924,0.0,0.0,0.0,0
5,140.8,4,254.75,61,1740.052778,0.007179487,0.023796204,14.62413644,0.0,2,2,2,2,Nov,Returning_Visitor,1,70.00001,30.50860675591332,28.525450700745786,63.687340781648054,28.159943680112644,0.8714284469387933,0.057142848979593,0.07142856122449125,0.3015805039728299,0.000170844537267348,0.2089162050119707,0
0,0.0,0,0.0,47,1423.0,0.004347826,0.013768116,0.0,0.0,2,2,7,1,Sep,Returning_Visitor,0,47.00001,30.27658930285334,30.27658930285334,0.0,0.0,0.9999997872340878,0.0,0.0,0.3155602696333809,5.9861372715816e-05,0.0,0
0,0.0,0,0.0,2,180.1470588,0.033333333,0.055555556,0.0,0.0,6,2,3,8,Nov,Returning_Visitor,0,2.00001,90.07307903460482,90.07307903460482,0.0,0.0,0.9999950000249999,0.0,0.0,0.5998920086393088,0.001851851848148148,0.0,0
0,0.0,0,0.0,26,810.3713768,0.019230769,0.02530525,0.0,0.8,3,2,3,1,May,Returning_Visitor,0,26.00001,31.168117889185428,31.168117889185428,0.0,0.0,0.9999996153847633,0.0,0.0,0.7596515539052547,0.0004866394172372501,0.0,0
1,6.0,0,0.0,15,293.0,0.021428571,0.026190476,0.0,0.0,2,2,7,1,Nov,Returning_Visitor,0,16.00001,18.6874883203198,19.533320311119795,0.0,5.999940000599993,0.9374994140628662,0.0,0.06249996093752441,0.8178695303092967,0.000561224474489796,0.0,0
0,0.0,0,0.0,6,316.25,0.0,0.033333333,0.0,0.0,3,13,9,20,Dec,Returning_Visitor,0,6.00001,52.708245486257525,52.708245486257525,0.0,0.0,0.9999983333361112,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0,0.0,6,106.5,0.0,0.033333333,0.0,0.0,1,1,1,3,May,Returning_Visitor,0,6.00001,17.749970416715975,17.749970416715975,0.0,0.0,0.9999983333361112,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0,0.0,7,1010.166667,0.028571429,0.095238095,0.0,0.0,2,2,1,3,May,Returning_Visitor,0,7.00001,144.3093177009747,144.3093177009747,0.0,0.0,0.9999985714306123,0.0,0.0,0.29996850855652285,0.0027210884693877548,0.0,0
2,386.0,1,25.0,31,2725.0,0.010909091,0.017482517,0.0,0.0,2,6,2,5,May,Returning_Visitor,1,34.00001,92.23526698962735,87.90319745058147,24.999750002499972,192.99903500482498,0.9117644377163417,0.029411756055365862,0.058823512110731724,0.623643298445844,0.00019071836886204698,0.0,0
0,0.0,0,0.0,37,356.1666667,0.002702703,0.012162162,0.0,0.4,2,2,1,2,May,Returning_Visitor,0,37.00001,9.62612352537202,9.62612352537202,0.0,0.0,0.9999997297298027,0.0,0.0,0.22203968366507115,3.2870711723886e-05,0.0,0
9,64.5,3,99.6,33,768.4133333,0.004878049,0.013617886,41.34613116,0.0,2,2,4,2,Sep,Returning_Visitor,0,45.00001,20.722513912774684,23.28524546810743,33.19988933370222,7.166658703712551,0.7333331703704066,0.06666665185185514,0.1999999555555654,0.3579461260535934,6.642871518441399e-05,0.9188027104882864,0
19,230.3948365,3,48.3,111,3276.190541,0.0088,0.011027644,0.447038663,0.0,1,1,3,3,Jul,Returning_Visitor,0,133.00001,26.728459475303797,29.515227440069598,16.09994633351222,12.126037644190713,0.8345864034145561,0.02255638928147449,0.1428571321160051,0.7972715916548859,9.70432672e-05,0.0033611927021659624,0
3,308.0,0,0.0,54,1306.151974,0.003508772,0.012962963,0.0,0.0,2,2,4,1,Mar,Returning_Visitor,0,57.00001,28.318450716061278,24.18799503926018,0.0,102.66632444558518,0.9473682548476745,0.0,0.05263156971375969,0.2704680495889798,4.548408161143599e-05,0.0,0
3,35.4,0,0.0,38,937.8075758,0.01025641,0.039316239,0.0,0.0,3,2,1,1,Jul,Returning_Visitor,0,41.00001,23.73676435200869,24.679140237068356,0.0,11.799960666797777,0.926829042236819,0.0,0.0731707138608015,0.26080322605983247,0.00040324346684199005,0.0,0
2,49.4,2,7.0,4,53.2,0.028571429,0.042857143,0.0,0.0,3,2,1,2,Nov,Returning_Visitor,0,8.00001,13.699982875021407,13.299966750083128,3.4999825000874996,24.699876500617496,0.4999993750007813,0.24999968750039064,0.24999968750039064,0.6665111551754218,0.001224489818367347,0.0,0
9,146.25,0,0.0,25,575.0,0.006666667,0.019666667,0.0,0.0,3,2,3,4,May,Returning_Visitor,1,34.00001,21.21322905493263,22.99999080000368,0.0,16.24998194446451,0.7352939013841466,0.0,0.2647058044982928,0.33881078538352055,0.000131111119888889,0.0,0
0,0.0,0,0.0,41,647.8166667,0.0125,0.026666667,0.0,0.4,2,2,6,1,May,Returning_Visitor,0,41.00001,15.800402651121304,15.800402651121304,0.0,0.0,0.9999997560976204,0.0,0.0,0.4685742787882759,0.00033333333750000006,0.0,0
0,0.0,0,0.0,29,1721.125,0.042528736,0.071264368,0.0,0.6,3,2,2,13,May,Returning_Visitor,0,29.00001,59.349117465821564,59.349117465821564,0.0,0.0,0.9999996551725328,0.0,0.0,0.5966904680235117,0.0030307834928788475,0.0,0
7,48.5,0,0.0,9,116.6666667,0.0,0.006666667,0.0,0.4,2,2,1,1,May,Returning_Visitor,0,16.00001,10.322910216931115,12.962948563390485,0.0,6.928561530626385,0.5624996484377197,0.0,0.4374997265626709,0.0,0.0,0.0,0
0,0.0,0,0.0,4,52.3,0.0,0.1,0.0,0.0,2,2,6,5,Aug,Returning_Visitor,0,4.00001,13.07496731258172,13.07496731258172,0.0,0.0,0.9999975000062501,0.0,0.0,0.0,0.0,0.0,0
4,82.0,0,0.0,23,570.5166667,0.007407407,0.024074074,0.0,0.0,1,2,7,8,Mar,Returning_Visitor,0,27.00001,24.16727500100926,24.805061680407963,0.0,20.499948750128127,0.8518515363512829,0.0,0.14814809327848397,0.30756453413986357,0.000178326464266118,0.0,0
12,637.9388889,0,0.0,61,1797.298291,0.025147059,0.029877803,0.0,0.0,3,2,1,1,May,Returning_Visitor,0,73.00001,33.35940885350564,29.463901579688265,0.0,53.16152977372519,0.8356163238881748,0.0,0.16438353912554257,0.8413819844837708,0.000751338874831377,0.0,0
2,57.5,0,0.0,10,677.5,0.047619048,0.070138889,0.0,0.0,3,2,2,13,May,Returning_Visitor,0,12.00001,61.24994895837587,67.74993225006776,0.0,28.749856250718747,0.8333326388894676,0.0,0.16666652777789354,0.6788282562821487,0.0033399471219576716,0.0,0
